parent_asin,train_count,scenario
B09D8HSZ6M,37,popular
B07CR17BCG,61,popular
B0B2W2LXZN,22,popular
B00X4S587K,114,popular
B0743CDFZ7,12,warm
B0BL6CJBYM,76,popular
B007PY4DKM,15,warm
B00QINQ9T4,5,warm
B08CXYQBF8,6,warm
B09JSD1QDB,10,warm
B01MS1MHET,119,popular
B000H05W9C,104,popular
B09ZQCKGW3,16,warm
B00IKMKE1K,10,warm
B083Y4S579,987,popular
B010NODUD6,6,warm
B01KTY8SG4,17,warm
B0C6DQ72GP,15,warm
B09G6H64WM,15,warm
B09MTCTZCN,3,cold
B0C4SL7S71,34,popular
B099VJP37N,2,cold
B01LXURT6F,31,popular
B00BIK04ZM,73,popular
B07QPPVYQ6,7,warm
B09DTDS4FD,8,warm
B09ZYDR19B,6,warm
B01BZKOZ54,23,popular
B002K8Q41Y,11,warm
B000UWYM5C,174,popular
B01EYG0R0I,93,popular
B018VEI9RW,12,warm
B0B5QWSQQS,11,warm
B07ZQ1PCJJ,53,popular
B017EZ30V4,13,warm
B07GV8Y27V,138,popular
B07QM5KKQF,5,warm
B07RJ687N3,44,popular
B0BFHX51HB,13,warm
B004RCLM8Q,12,warm
B07VJJY9Q9,15,warm
B0957S3F3H,18,warm
B00A7R9I22,91,popular
B0BTX6L92S,87,popular
B07JWCD55K,459,popular
B00JLC61CO,93,popular
B00PBZQDT6,63,popular
B07QHHRCXF,32,popular
B007TIYYQ2,183,popular
B0094JTZOU,130,popular
B0BM8F99L6,2,cold
B00PVOY9T8,69,popular
B002DPUUL4,1379,popular
B09FPKHF77,6,warm
B0BW3ZTC3K,160,popular
B06VY4S9V2,123,popular
B07467RFWC,6,warm
B01LPR3TPO,74,popular
B018RIR02C,8,warm
B07V235B1D,5,warm
B08YRFWGZJ,34,popular
B07CSNGVK6,65,popular
B075YCG4K3,8,warm
B0B3D2KLBN,21,popular
B07PHM2P3K,31,popular
B096X39K6K,28,popular
B08Y18HY3F,164,popular
B008I65TJA,33,popular
B09Q371RZC,29,popular
B08S7XZ8JK,4,cold
B00LJLO31Q,40,popular
B0BW8M5WH7,42,popular
B00LX4RJXS,887,popular
B00WUIGB80,60,popular
B08NJB7K1H,27,popular
B09F397JDT,6,warm
B0BNHRF2FP,3,cold
B079XY1R9D,88,popular
B00JK1OFOM,29,popular
B07B9S8F1C,17,warm
B00CVQK466,146,popular
B08CGFY7HG,18,warm
B0BXGRNSX9,5,warm
B01LXFV3R1,8,warm
B08KT9BDY8,2,cold
B084TBWN3N,5,warm
B07QWSKLG7,26,popular
B08C27WRJV,8,warm
B01LZERKKX,61,popular
B07F5J52J8,11,warm
B0161DGXIC,73,popular
B089KM2XVG,32,popular
B01N8Y65F6,15,warm
B07FNH2HLZ,1,cold
B0BS97JSNP,4,cold
B0BZSDMBCB,18,warm
B07BHPX7B1,472,popular
B0BWHYWK4F,0,new
B09PDDLNFS,24,popular
B0BXT57N3R,45,popular
B071GYKWYJ,2,cold
B0BGK4SCV1,42,popular
B00BQHD4B8,80,popular
B005S0LWUO,298,popular
B0BTQ7LQZJ,13,warm
B08M9FWXBF,9,warm
B09P4Q1DVR,12,warm
B07KXWNLKL,23,popular
B0936X9NW4,13,warm
B00B981F1U,321,popular
B086BCXXS8,32,popular
B09CCYXTH4,13,warm
B08P55R1SM,14,warm
B08TBP9FG7,8,warm
B071V9CKSQ,7,warm
B0BCXK1T7D,7,warm
B00N41UZHU,84,popular
B0912J9R1L,32,popular
B0BTMFDYJM,3,cold
B077ZKV2Q9,6,warm
B01KZT6IVK,19,warm
B004FLOXE4,54,popular
B0769YLRSV,86,popular
B08Q818V79,6,warm
B0BZCJ32RV,14,warm
B08Z7M4289,2,cold
B07VCR9PKV,15,warm
B01G77CQDS,45,popular
B07FTJVZC1,31,popular
B09W5FF8QY,4,cold
B07V4BFH3H,7,warm
B08KHY5NTR,23,popular
B08LPH88X7,25,popular
B07N31HR6C,2,cold
B00GSAR1QW,7,warm
B07FZ9Q1G4,117,popular
B01MY48SM9,6,warm
B08XGQD8SY,6,warm
B07ZNJHWPM,19,warm
B09FLK97TT,23,popular
B0BL6XK1RR,12,warm
B08ZNGP2NK,2,cold
B0991KWKY3,2,cold
B08HV53W5X,14,warm
B008I64JHS,186,popular
B089QGTJPY,13,warm
B09V6NVCLS,10,warm
B0B2N3BFDG,5,warm
B01LXQXU51,8,warm
B00NG61JIW,69,popular
B08HRK4VY9,10,warm
B00XNQECFM,500,popular
B07B9PVQ7P,7,warm
B00F19Q7YI,557,popular
B07JHY4NYJ,78,popular
B0BRH3JTWJ,37,popular
B0B57NX2WP,13,warm
B07S5MQPZR,2,cold
B00ADXLBS4,231,popular
B09571YZFN,3,cold
B09S63DGBC,18,warm
B01DLWBPCA,512,popular
B01CHQ8F1K,31,popular
B06XKLYMX9,9,warm
B084GRF3P5,24,popular
B0B2QX4MKW,61,popular
B01698Y43A,68,popular
B00IVPU7KE,803,popular
B07DHRYYGC,4,cold
B075KPGNQ8,9,warm
B076G4W5X9,5,warm
B086W8FBCS,3,cold
B00DUGR0FO,10,warm
B0BMZ3JBXN,20,warm
B091LDVYZK,884,popular
B07SFYV111,23,popular
B07SB9HDWQ,82,popular
B0C58LHDL4,0,new
B0BZC65JG5,13,warm
B01LZL5AVZ,16,warm
B07K71JB9P,11,warm
B07XDCZ9J3,175,popular
B00P8N7N0Y,121,popular
B08MDR868K,15,warm
B07PXNPWTW,50,popular
B08BZR1NP7,10,warm
B00NA87W2I,2,cold
B00GQ9HWB4,31,popular
B09QPQX9VY,64,popular
B06XCPCKFB,4,cold
B07J21WLDS,17,warm
B07P41HG29,13,warm
B0787BRQ2F,54,popular
B09BDVQYZP,4,cold
B075K84R97,54,popular
B097T91DKM,4,cold
B009NLTW60,2088,popular
B07RDKMZ1H,3,cold
B07GCGTBHC,14,warm
B09Y8XXHYX,272,popular
B01GS58QJ2,27,popular
B079GBKL5Q,115,popular
B07TVMSFG4,12,warm
B01HDB7AIS,33,popular
B08P85CG2V,0,new
B0BLMLC8W5,30,popular
B07GTFW542,11,warm
B093GCN8C8,22,popular
B09SFYBGYG,1,cold
B08YP6RFXB,52,popular
B06Y2M9K11,48,popular
B01LW14QNB,22,popular
B09L87CK3Q,4,cold
B0B76TJ8LS,48,popular
B08LQT16YR,2,cold
B09MMHKZKQ,45,popular
B08BKTV44K,7,warm
B0BHLD2WQF,9,warm
B09SHMY8VK,9,warm
B0BK7QX445,1,cold
B00WFG3YBO,31,popular
B084H3TF4K,13,warm
B088D5436G,77,popular
B0B75GY6RV,12,warm
B08DKY8KYN,20,warm
B0BVF95BF7,2,cold
B00FEE17X6,26,popular
B09Q4RTSLX,61,popular
B08YQJDG6F,392,popular
B0BN3HS7KC,12,warm
B07H7XXMRH,10,warm
B084TPX75K,5,warm
B01LXC2329,248,popular
B08SGST7FL,25,popular
B08NVWPF9R,12,warm
B07PYYR6LD,64,popular
B000QD7B6W,287,popular
B0000TO0BQ,206,popular
B01MS16V42,200,popular
B09HKZTWR3,10,warm
B09XDSR3RQ,38,popular
B07QDVGXNL,4,cold
B09XX5TJWN,2,cold
B01BHLK0MS,468,popular
B09ZPFD4JD,25,popular
B003B3P2CY,504,popular
B00JFB5WB2,54,popular
B087JN9SCT,3,cold
B06XWHFMZG,9,warm
B09PMF5SH9,30,popular
B0BQ2V3TVS,9,warm
B00XITLIU6,196,popular
B07QWHDR1G,12,warm
B00H8UCY04,121,popular
B093K72JN6,52,popular
B07LFD4LT6,49,popular
B0B12CT7XG,10,warm
B00OQWQ8TU,138,popular
B09G9KFQ54,303,popular
B07PPJZZBB,16,warm
B0BZK5PXG5,4,cold
B09BK6NJ9N,8,warm
B016XJE1CE,21,popular
B0B68Y9D3S,23,popular
B00KDQYKMK,10,warm
B07Q46DSWQ,52,popular
B07CRW9JFS,1073,popular
B09V536VBH,2,cold
B081PQZYJX,99,popular
B086QY59HW,37,popular
B00OWS3VXY,17,warm
B07WFS5C58,29,popular
B0C2FTKWJZ,25,popular
B00G9TZM22,51,popular
B0BJC3XKDT,3,cold
B0043VE28I,40,popular
B08P4FW8WQ,7,warm
B09BBQF9MM,5,warm
B09P82VXTF,10,warm
B09BVNB1ST,19,warm
B0BNHYDHSK,18,warm
B01DIO5ONC,112,popular
B01LWR4LW2,5,warm
B00XJKATY0,89,popular
B07FL9SM19,76,popular
B091BH1TF7,30,popular
B00ODCAVD2,38,popular
B09Q5V66M3,137,popular
B008A1BI1G,111,popular
B07WVTJJ6B,200,popular
B07J5C4H53,15,warm
B084QHDJ9G,9,warm
B01G8BPAYK,3,cold
B08P8KCNZL,3,cold
B0BB1H48XG,26,popular
B0C39Z8FDP,5,warm
B0BPMK316W,10,warm
B0077E48FA,10,warm
B07XK1PWXY,21,popular
B015W8GSOG,45,popular
B00DBLT93O,7,warm
B01GQEDV2C,52,popular
B08NPRQYBR,17,warm
B098XJ8BRZ,11,warm
B00O47H8LY,82,popular
B078BYYDP1,235,popular
B072Q52S1W,35,popular
B004HJ5FSW,116,popular
B09XJVV35Z,9,warm
B0CDS33T4Q,20,warm
B08Y88FR4T,29,popular
B087TTC9XS,182,popular
B0B94YRXHP,60,popular
B0BM4D4LDT,19,warm
B07PB8NGW5,9,warm
B07C1K15KK,4,cold
B09L4D6CZ9,32,popular
B07ZGF6BMM,27,popular
B07YHKT2D8,5,warm
B00WUI2OSG,265,popular
B01LL9IO7O,3,cold
B01FRG8ACG,12,warm
B0C5D7Y5DS,90,popular
B005DOKHLK,2,cold
B08CDQMRJM,71,popular
B00KMC8GGG,88,popular
B0BW6WTXZ8,22,popular
B0002VMV2M,39,popular
B099ZCWNPB,5,warm
B00JH2GNW6,80,popular
B018VOZL5U,67,popular
B0BN8J8XD5,165,popular
B00HRUC180,159,popular
B0BVVS29Y9,9,warm
B07LHHZRG4,275,popular
B001F7AHOG,747,popular
B08FX38CK9,26,popular
B07TJQYMJV,19,warm
B07R7N4LV2,25,popular
B0C6KFTY3Q,8,warm
B001QTW2BE,63,popular
B07V9P47CX,103,popular
B07ZJXD386,23,popular
B07KFBTF82,60,popular
B0BCWLTZYY,1,cold
B0BDGK88KW,12,warm
B09NZZ7GPT,15,warm
B09Z286X1N,3,cold
B06Y19QQG7,188,popular
B09NQJXL95,45,popular
B0BRT1KFY5,9,warm
B08MQPDFTL,7,warm
B07MBSJYF9,2,cold
B0B2WF9TJ7,8,warm
B00DKPJSIM,51,popular
B099RGNQ2R,11,warm
B0BFC8YVPY,8,warm
B01FD8V4JO,15,warm
B004DSLIV0,92,popular
B07X116F6F,4,cold
B085856BDK,7,warm
B08L9HCY2Q,3,cold
B097C429R4,3,cold
B0B3DJ6TP1,23,popular
B0006H4FVM,31,popular
B09M8Y6NNC,4,cold
B0BV6HWLBZ,5,warm
B09YRP6YCZ,7,warm
B08CB8XJ5W,3,cold
B07K2TYPTM,9,warm
B0C1QWKBT5,2,cold
B01KLC4Q56,4,cold
B081T81FXS,60,popular
B07ZPFCR74,22,popular
B002SCWXXA,11,warm
B0BYKBD7PG,10,warm
B00X6IGXEU,12,warm
B095NWYQBC,42,popular
B07HFWG8S4,46,popular
B09YTCKJ6T,26,popular
B002FFT8Z6,755,popular
B06XWSVK4G,6,warm
B0BL7MWM65,6,warm
B0B4ZCF823,3,cold
B0CB1PRH8C,1009,popular
B00DPLUFLA,8,warm
B0BRCNBJ15,10,warm
B0BD17JL3W,13,warm
B07TW19VYH,5,warm
B01CKMGD10,16,warm
B08CHRHFRL,2,cold
B00YGV0OOQ,11,warm
B07MJVWC29,17,warm
B097C1PJLN,10,warm
B0037W5W2O,57,popular
B0C3F5B7JZ,170,popular
B0BCJXZTHJ,161,popular
B09JWQH8XG,2,cold
B0834VB8QR,28,popular
B07QM3JGCH,5,warm
B07H6MYSCC,49,popular
B00D6GINF4,367,popular
B0BZY5DKT4,37,popular
B0186TTQUG,50,popular
B07R5QJ6YS,569,popular
B0BY2WTN6G,2,cold
B00HZN1WXE,151,popular
B088J1954V,29,popular
B08YNGB1ZQ,4,cold
B08XXC3DBT,1,cold
B0C1D7VZ1J,91,popular
B07H4SVXYP,120,popular
B00BTMEKNQ,29,popular
B09P8HXHPC,16,warm
B0079YXE08,29,popular
B07TCGFT2N,57,popular
B07WFQHWC6,743,popular
B09MN6C1VW,299,popular
B078JVFF7D,57,popular
B00XIYFH3K,100,popular
B0BK4D53XY,147,popular
B0BXM18YDP,348,popular
B07V3LPQW3,24,popular
B0B2H8KRRK,44,popular
B0C3CK6NHD,370,popular
B0BBYTYWR4,1,cold
B08CTF2KZB,4,cold
B07P14PZTP,136,popular
B09JVYJ95T,5,warm
B0BD8FXHPB,18,warm
B007T4JJEI,12,warm
B07B6DJ4CX,9,warm
B07L2F6H1L,18,warm
B01MXSFTOD,89,popular
B0BSMFY8JD,181,popular
B0BBFMRCFW,94,popular
B00322OP40,19,warm
B009EP2KG4,52,popular
B06XSJV5B9,210,popular
B00P8QJAAM,43,popular
B00ZX1L11S,11,warm
B0002HA7FY,130,popular
B01LXZWWUW,29,popular
B0CBNF7KRZ,10,warm
B01JOOM9GK,44,popular
B01MYMLYIX,83,popular
B0C678Z6KG,686,popular
B08G4QR3K2,5,warm
B07HDRZYPS,29,popular
B07TVKKCFJ,4,cold
B07K69V8DX,8,warm
B0CB1K6GYT,1,cold
B00LWB4XSG,54,popular
B08W579QJ5,138,popular
B0C38M6VDV,278,popular
B09W563Y2W,77,popular
B09GB7V5TQ,5,warm
B00IKL5RDQ,5,warm
B00INNP5VU,1974,popular
B07G7FBMF2,19,warm
B077SLHNNL,67,popular
B0BFLJWM1M,33,popular
B008B8IU82,74,popular
B09ZPDMBSP,2,cold
B079DL1CH8,25,popular
B07FGK1ZXR,246,popular
B01GPL8MVG,45,popular
B071JYF5TR,36,popular
B08NSRF1TY,61,popular
B001MTE32Y,339,popular
B0BMQP624X,95,popular
B08N4JWQQ2,4,cold
B0B1Y2MYHZ,173,popular
B082HMZZJG,3,cold
B08FVVHBYW,106,popular
B00D5YTO5K,101,popular
B00313JXE2,116,popular
B07D561S67,154,popular
B07R4NK47V,18,warm
B00170KUM0,61,popular
B00KNJJPSG,490,popular
B0838STJDJ,60,popular
B07R1TSR5N,10,warm
B07XMMV8FY,5,warm
B0C48DKCGS,5,warm
B00AK1XXXK,29,popular
B077VNGVL2,165,popular
B01N1OJZJK,21,popular
B001DEHZ14,19,warm
B081N57PPS,4,cold
B082XFKR68,11,warm
B09PYF81KV,4,cold
B0BWYLJ421,17,warm
B00R2069AQ,33,popular
B0BM81GHWR,2,cold
B07WXJ2FG7,92,popular
B07NXW2YVH,8,warm
B07667N5SD,25,popular
B0816CXHB3,8,warm
B0B3JTXMVK,5,warm
B00YH9YG6E,6,warm
B09MT4MTR4,0,new
B09WYFWH2Y,101,popular
B07T8DGQ5D,8,warm
B088DDDF3X,394,popular
B0746NR1P3,24,popular
B0BJ7NM8KV,117,popular
B07H953X2F,15,warm
B00SXOLT3C,58,popular
B0BWH3LS4V,3,cold
B0B1SH2W4Q,4,cold
B008PEAS78,67,popular
B00I4DXATI,19,warm
B09KZQ811G,11,warm
B06ZZCFHBH,22,popular
B08B38DC1K,16,warm
B089K24NVF,15,warm
B0BVM4Y6R3,9,warm
B00TV90DX0,87,popular
B07FPQXN46,130,popular
B0BBY5TGTM,674,popular
B0BDMY9PHM,21,popular
B0B61V1GKV,3,cold
B0CFR289P2,2,cold
B07HZLHPKP,9708,popular
B09B9RWZMN,47,popular
B00XJPBTOE,36,popular
B0BBTMRHBF,19,warm
B0125IUEV4,7,warm
B07C824L2Y,82,popular
B01N7CX0KM,14,warm
B06XHQ41WG,16,warm
B0BTBKP5GZ,22,popular
B0BZCR6G19,32,popular
B085884FTD,563,popular
B0BPFSRT46,13,warm
B07PP499BC,93,popular
B07BBQY551,53,popular
B07YJ9L5MY,53,popular
B0814V6QC6,46,popular
B004Z788JO,44,popular
B0BKKMSY6M,12,warm
B0C68X69SK,15,warm
B08DCNJFF8,9,warm
B0BGGFN371,2,cold
B00Y3UOZFO,8,warm
B0894YFTZM,3,cold
B0BB7R9J51,6,warm
B00GBG0OKI,31,popular
B091BWQ4X4,4,cold
B0143J9900,69,popular
B01C7OQZKU,6,warm
B0721M46Y2,5,warm
B07W912PK8,15,warm
B081Q5TLR5,35,popular
B0BB6Q677H,29,popular
B0BHNT3GXZ,3,cold
B08PHN3VQL,13,warm
B07RNKCWTZ,2,cold
B07CT9X48L,26,popular
B0B8Z34WSG,286,popular
B0B24XVLR5,22,popular
B09HG9MM59,45,popular
B07XKGRVMM,9,warm
B0BVPGNMZH,40,popular
B004TGR75M,9,warm
B08RK2356M,9,warm
B0042KVX2S,12,warm
B00FO0IHMY,1362,popular
B07MN67BCR,1064,popular
B09V49FS42,24,popular
B00394T7BW,166,popular
B082KWH2RL,34,popular
B00D8T886S,74,popular
B01AX8XHRQ,290,popular
B08MW384WC,3,cold
B00001ZUNN,6,warm
B08DCTDXT9,31,popular
B09NXM1CBK,15,warm
B09QSRY5TN,4,cold
B0092ZUJMI,441,popular
B09KKXQSMH,26,popular
B07PX2HHD6,48,popular
B073F8D8ZZ,87,popular
B08DLTDN2D,12,warm
B091L1XKL6,16,warm
B08W1N3VLW,69,popular
B0792L91K2,16,warm
B075ZQXB26,270,popular
B0CB8ZYLBY,110,popular
B004UW0EMS,228,popular
B005I491Z8,16,warm
B071DPSVD9,136,popular
B00P04SGGG,33,popular
B00KFCRF1A,302,popular
B07VZNPQK4,34,popular
B071F5LWS1,289,popular
B09G6B5GWG,6,warm
B09N987JD5,3,cold
B01N9RW2A3,43,popular
B07TN657K8,7,warm
B01CAH151I,38,popular
B085RV9B1N,31,popular
B0BGRW8S2V,16,warm
B09T5ZPV9P,533,popular
B0831JXPGC,4,cold
B073RM8NZM,5,warm
B07R7XF15S,62,popular
B08R5N6VQ5,213,popular
B074XCF2Z2,86,popular
B085T8LRY5,19,warm
B08JLV4STJ,3,cold
B0966BZWY1,19,warm
B089LWPRHR,8,warm
B08LZ9TGXS,4,cold
B08HMCMN1Q,14,warm
B0965BW8J6,4,cold
B088ZV6HWT,24,popular
B0BHLN3RHD,2,cold
B08KTK8Y95,6,warm
B07QKJDTFN,4,cold
B01FCA44QI,112,popular
B0BNZYV3WL,1,cold
B00563LXDY,10,warm
B093WW3NTK,34,popular
B09QKSL9KS,0,new
B07BSJCMGS,1666,popular
B0756YCM9N,4,cold
B012HMB1N8,12,warm
B014854V0C,59,popular
B0BLCMLPNH,33,popular
B07S7LVDC9,29,popular
B08CXQ1YFT,15,warm
B00FJ03CJ2,128,popular
B00YSW62VC,6,warm
B07XSP4T7C,43,popular
B0B662RDX8,3,cold
B07PKQ9FH1,274,popular
B00RV5P3TK,18,warm
B086NW46PS,27,popular
B01HORSXZ0,75,popular
B086HGH8VM,22,popular
B07K16HYGQ,50,popular
B00024ENYI,48,popular
B0711TPTZL,141,popular
B07GC3ZZL7,2,cold
B00MOUBYDQ,669,popular
B002ZKTHD4,32,popular
B07Q3V9L2W,39,popular
B07CHCSLVC,115,popular
B08BPD8NHP,56,popular
B08KX7RHC8,23,popular
B000QSPADS,61,popular
B07LBG62P2,19,warm
B0CC4PDQQF,130,popular
B07YLQBC4B,26,popular
B00ATXEIVU,74,popular
B09CGNMSHT,0,new
B01DY9GSEK,18,warm
B089Q73Y2B,40,popular
B08PBLGCNB,11,warm
B08BHRWD6Q,22,popular
B0822D8551,159,popular
B0BD7VLXJF,4,cold
B0BYRSHVTH,152,popular
B081N5Z89Y,151,popular
B0C2H79N51,68,popular
B0BFJ98H7D,15,warm
B078V26FY2,3,cold
B09V193NLY,16,warm
B0BMQG495F,27,popular
B0CCP1DKLX,36,popular
B08CVRMWSQ,821,popular
B08F2J1DM4,3,cold
B01N2T2N1W,30,popular
B0043BYRFG,28,popular
B07F1PG8VR,48,popular
B085CJ4HMN,14,warm
B00WURT37C,171,popular
B09ZQJ1613,11,warm
B097YLH6TG,3,cold
B078H63RGF,11,warm
B01LQ8MEXU,12,warm
B0B9GFKYSZ,254,popular
B09S633XJD,48,popular
B0BGC2GH3Z,17,warm
B07D7SX9NS,286,popular
B07CV67HHJ,86,popular
B09DKC3PWJ,14,warm
B006CSKLO4,47,popular
B083JTQQCX,3,cold
B0B45NYWQH,3,cold
B06XST6H4M,197,popular
B09NVL9TFG,2,cold
B094VSSWRG,8,warm
B0BW7WYB4K,1071,popular
B07SSQ5JY2,6,warm
B0B8SK132H,193,popular
B00EHFJJX8,67,popular
B0C4T8QC57,20,warm
B0CG5CSJYB,5,warm
B01DG8DFAO,31,popular
B01N5G5PG2,383,popular
B09NSG6P6Y,10,warm
B08RYZGXLL,365,popular
B09QFTQV7R,7,warm
B0C9DKRR54,11,warm
B07SRHTNFF,2,cold
B076MKXZMX,9,warm
B08Q3KF812,12,warm
B099RFQWZG,60,popular
B00ZTRAGWQ,7,warm
B0043BYRH4,63,popular
B00IRUB9IW,38,popular
B075V26KS1,115,popular
B0BY1ZYQPQ,39,popular
B0C281Q6XQ,39,popular
B075V7TL9P,116,popular
B003EWPA10,32,popular
B00KFLT1RM,24,popular
B08Y6R3ZFY,6,warm
B00EDIU5IW,22,popular
B09CZBX768,6,warm
B09L85VHL7,5,warm
B08RHXXCNT,10,warm
B089QBNCC5,13,warm
B07FDHPPFT,112,popular
B00AWKUBQG,21,popular
B09H4MVC53,113,popular
B08XYT192L,101,popular
B07Q58BK7L,95,popular
B0B9GKYYZQ,44,popular
B0C592HNSL,11,warm
B0BJ1NYRF7,5,warm
B0764N5JZ7,4,cold
B06XGD6CS4,102,popular
B0CCT7HCTW,169,popular
B075V52S5G,64,popular
B0BPNZNB3V,19,warm
B09XDNZY7Z,2,cold
B09817FXSM,13,warm
B01GQI36YG,40,popular
B08C9MZW4X,49,popular
B07Y85CH77,6,warm
B08R73BSL6,86,popular
B085RJ1T8T,103,popular
B09LLN4NQV,6,warm
B07Q38S8HD,14,warm
B0BM8R3GSB,51,popular
B0981Y1FLG,6,warm
B07WSXQTD9,59,popular
B07JBC15YH,19,warm
B09B35XSR8,2,cold
B071K5BQPF,340,popular
B09QXBHQLF,12,warm
B08WZCCBQJ,76,popular
B016UDXGZQ,37,popular
B0BF53QDC9,21,popular
B07ZKSC11C,10,warm
B073HPSL21,59,popular
B09QGL7DT5,13,warm
B09TB3271K,33,popular
B09CH3SFGQ,29,popular
B00CZNXKRA,57,popular
B00GRCJIBW,5,warm
B01E96S1DI,4,cold
B01NAMU8KY,176,popular
B07D99724N,45,popular
B0BYRZKDQ9,83,popular
B00D4ABI2M,14,warm
B08F2SZQYX,18,warm
B08T1X55L9,5,warm
B00E0UGEH4,46,popular
B07PN6NKCY,10,warm
B0B27ZFZ2R,6,warm
B079GVSPJ4,9,warm
B017GC4GTA,17,warm
B08H8LGMH9,6,warm
B07J2FKJ1X,144,popular
B0B9G8RMM1,56,popular
B08T5X9MYD,20,warm
B07THRWCNY,8,warm
B0BHK1QZ1B,82,popular
B00E40L7S6,17,warm
B07DDHD7Y2,4,cold
B074F3M2W8,565,popular
B0036CGZEE,69,popular
B01COSAKMI,5,warm
B08Y1C5K1Z,48,popular
B08GSBG17K,6,warm
B00O2TLSX8,7,warm
B0C33C3XFV,463,popular
B075XGRLXW,29,popular
B07QF5N5GX,51,popular
B07R2MXDBX,15,warm
B08MT9G4WJ,8,warm
B09HKN4VQX,58,popular
B07SDH2Z56,1112,popular
B07LFP23S4,7,warm
B07L6CX4S2,58,popular
B00OHCJZWQ,109,popular
B0BPX6GMFL,21,popular
B009UDYRQQ,168,popular
B006W8U2MU,389,popular
B0006ZF4CS,1,cold
B07YZ871BK,40,popular
B082T84YJQ,94,popular
B07DGTFQTD,84,popular
B09YLQS31X,682,popular
B08FQMZY86,11,warm
B0B658VN8G,73,popular
B0000C47QH,21,popular
B085T7PKMH,5,warm
B0BM68956V,0,new
B098B1MSMF,8,warm
B0BZ4YB96C,71,popular
B081V6W99V,133,popular
B0BVW9K8NP,58,popular
B003DPM55W,16,warm
B08LNHPVK8,4,cold
B07Y9K2HRP,40,popular
B096ML5RCY,18,warm
B0932QS2GJ,5,warm
B078H1XWFG,9,warm
B07QF1HD83,1,cold
B08DXDVMQX,6,warm
B08T1X9LK9,1,cold
B0C5MRQ68R,16,warm
B07CNWRC65,26,popular
B07R7QM63X,26,popular
B074W5BKPH,44,popular
B0B8TBZFFJ,11,warm
B07FVQS382,3,cold
B0883SBTWF,317,popular
B0BFCRVLTW,8,warm
B006MIDDCG,14,warm
B096LR5RDB,18,warm
B0C9PMTQGJ,175,popular
B073QNN1C5,32,popular
B09S1FJ49C,304,popular
B09Z78GX66,83,popular
B09CTSZQ8Z,37,popular
B00TONMGW4,62,popular
B08VNGCRN6,9,warm
B00GUY2KOO,188,popular
B095MFQHW7,2,cold
B07J1MY4MF,9,warm
B07NN3RBST,2,cold
B08T3BMNSV,37,popular
B007TGUEQS,28,popular
B07M7CTDL2,72,popular
B0794V4HRQ,13,warm
B07P7KSZMG,42,popular
B08XZ9KBYB,4,cold
B0C2TVTN52,6,warm
B0BRB32F9P,150,popular
B00BYRPPHQ,234,popular
B0BP9TJGK3,19,warm
B07235RF98,154,popular
B01MTQT1NB,18,warm
B007FO6HAQ,100,popular
B072KGYRK7,21,popular
B0093HNIBO,40,popular
B0B395N81X,6,warm
B0BQR7L6KM,15,warm
B008I646WG,1078,popular
B07FCDNQ5W,8,warm
B01HGMKQEE,207,popular
B09Y18L4R6,11,warm
B01EF9OI0O,471,popular
B07ZQG771R,4,cold
B09C5QSK5Y,8,warm
B082WV5FF9,7,warm
B09PKLZQJ2,14,warm
B085FXFS41,56,popular
B07D76S6XX,4,cold
B07RR2FL1S,20,warm
B07C7R3P64,51,popular
B0BHZJHVN4,30,popular
B00T6R0BG6,51,popular
B00D80PPM2,12,warm
B0BTBDXJBC,46,popular
B0BKVCFL1R,15,warm
B08RLW7918,7044,popular
B07NJZM7DT,130,popular
B0002M7838,5,warm
B0BJNVD1B8,54,popular
B08HPWNYYK,3,cold
B00BI4JX2I,54,popular
B013FLSO9O,8,warm
B07MF31JL1,6,warm
B009E47ZDI,21,popular
B09FS6MBM9,34,popular
B0936VQD71,114,popular
B0851B6TCC,71,popular
B09CQSVLXJ,28,popular
B0010B4Z68,29,popular
B08CH5YVJS,29,popular
B09LYRT2GL,2,cold
B00CPJHGTM,504,popular
B00IJ9S11O,298,popular
B01E76S2TI,232,popular
B0798RWD78,6,warm
B003PL0AME,73,popular
B096DH2QND,20,warm
B0713NX8Q4,7,warm
B01H1UU2Q8,55,popular
B019GQLNJU,65,popular
B0BLCBHTZC,64,popular
B07DJ2WSFP,18,warm
B01N7ORA75,3,cold
B000T54GA6,13,warm
B00VM984YC,112,popular
B07KPR7V3W,13,warm
B0B4FJ4G3J,541,popular
B07FCDDT86,31,popular
B074NVYTG8,50,popular
B01NA6LP8T,53,popular
B093GWXVC4,4,cold
B0BSFNX8FS,73,popular
B09QQ9QQJX,8,warm
B07G3N1PPF,28,popular
B0BDTVCJF8,2,cold
B0BQRNFHCV,538,popular
B076GZVCP2,77,popular
B089366NNL,26,popular
B00DYWE2Z0,26,popular
B0B3VDVN3Z,185,popular
B002GYPS3M,294,popular
B0C7NG34M3,7,warm
B06ZXY7XP9,503,popular
B0C61SWSG9,22,popular
B0829TY7T2,10,warm
B09XC9X97M,22,popular
B00WUGH0UK,181,popular
B07KQV878C,10,warm
B07FD8PMHC,29,popular
B0BS291TWG,18,warm
B08CZRVNHJ,8,warm
B01C3NT8NG,6,warm
B07MLVKBQM,78,popular
B0B62K7GBK,78,popular
B01FWXZE1E,41,popular
B07GJJZZ3G,43,popular
B07KNLVRJ2,76,popular
B00GX66YJG,28,popular
